full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_bioguide_previous_0,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_house_history_alternate,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"Matthew Calbraith Butler","Matthew","Butler","Calbraith",,,,,,"1836-03-08","M","B001184",,402126,1344,"Matthew Butler","Q1584330","kg:/m/091d8j",,,,,,,,,,,
"Benjamin Butterworth","Benjamin","Butterworth",,,,,,,"1837-10-22","M","B001200",,402142,1360,"Benjamin Butterworth","Q817433","kg:/m/02rlzyf",10317,,,,,,,,,,
"Felix Campbell","Felix","Campbell",,,,,,,"1829-02-28","M","C000082",,402238,1447,"Felix Campbell","Q247889","kg:/m/0270ks9",10548,,,,,,,,,,
"Allen Daniel Candler","Allen","Candler","Daniel",,,,,,"1834-11-04","M","C000109",,402261,1472,"Allen D. Candler","Q2648341","kg:/m/0dhxn1",10582,,,,,,,,,,
"John Wilson Candler","John","Candler","Wilson",,,,,,"1828-02-10","M","C000111",,402263,1474,"John W. Candler","Q1702041","kg:/m/02rtygw",10585,,,,,,,,,,
"Henry Hull Carlton","Henry","Carlton","Hull",,,,,,"1835-05-14","M","C000155",,402304,1511,"Henry Hull Carlton","Q1442420","kg:/m/026j0cb",10648,,,,,,,,,,
"Lyman Rufus Casey","Lyman","Casey","Rufus",,,,,,"1837-05-06","M","C000227",,402372,1576,"Lyman R. Casey","Q1617108","kg:/m/0cv_2c",,,,,,,,,,,
"Lucien Bonaparte Caswell","Lucien","Caswell","Bonaparte",,,,,,"1827-11-27","M","C000245",,402389,1593,"Lucien B. Caswell","Q1634670","kg:/m/0cxnkk",10763,,,,,,,,,,
"Joseph Bonaparte Cheadle","Joseph","Cheadle","Bonaparte",,,,,,"1842-08-14","M","C000339",,402479,1679,"Joseph B. Cheadle","Q1706553","kg:/m/02rkh16",10876,,,,,,,,,,
"Charles Benjamin Clark","Charles","Clark","Benjamin",,,,,,"1844-08-24","M","C000422",,402561,1754,"Charles B. Clark","Q1063631","kg:/m/02vrq1d",10979,,,,,,,,,,
"Judson Claudius Clements","Judson","Clements","Claudius",,,,,,"1846-02-12","M","C000508",,402644,1833,"Judson C. Clements","Q1711137","kg:/m/02rk108",11083,,,,,,,,,,
"Thomas Jefferson Clunie","Thomas","Clunie","Jefferson",,,,,,"1852-03-25","M","C000536",,402670,1858,"Thomas J. Clunie","Q2424952","kg:/m/02rjzt2",11117,,,,,,,,,,
"Richard Coke","Richard","Coke",,,,,,,"1829-03-13","M","C000601",,402730,1915,"Richard Coke","Q880265","kg:/m/03x_db",,,,,,,,,,,
"Hamilton Dudley Coleman","Hamilton","Coleman","Dudley",,,,,,"1845-05-12","M","C000619",,402748,1932,"Hamilton D. Coleman","Q1682882","kg:/m/02v_lnl",11224,,,,,,,,,,
"Alfred Holt Colquitt","Alfred","Colquitt","Holt",,,,,,"1824-04-20","M","C000647",,402775,1953,"Alfred H. Colquitt","Q262319","kg:/m/06b6n1",11263,,,,,,,,,,
"Solomon Gilman Comstock","Solomon","Comstock","Gilman",,,,,,"1842-05-09","M","C000665",,402792,1970,"Solomon Comstock","Q2299197","kg:/m/0fk6td",11286,,,,,,,,,,
"Edwin Hurd Conger","Edwin","Conger","Hurd",,,,,,"1843-03-07","M","C000675",,402801,1978,"Edwin H. Conger","Q462309","kg:/m/02rdflh",11299,,,,,,,,,,
"William James Connell","William","Connell","James",,,,,,"1846-07-06","M","C000688",,402814,1990,"William James Connell","Q2579503","kg:/m/0blmff",11317,,,,,,,,,,
"William Craig Cooper","William","Cooper","Craig",,,,,,"1832-12-18","M","C000765",,402885,2059,"William C. Cooper","Q8006278","kg:/m/02rm3gk",11413,,,,,,,,,,
"James Sproull Cothran","James","Cothran","Sproull",,,,,,"1830-08-08","M","C000798",,402917,2084,"James S. Cothran","Q1297308","kg:/m/02qwrz3",11454,,,,,,,,,,
"Samuel Sullivan Cox","Samuel","Cox","Sullivan",,,,,,"1824-09-30","M","C000839",,402956,2118,"Samuel S. Cox","Q1032998","kg:/m/02qz1gm",11507,,,,,,,,,,
"Samuel Alfred Craig","Samuel","Craig","Alfred",,,,,,"1839-11-19","M","C000860",,402975,2136,"Samuel Alfred Craig","Q7410747","kg:/m/0kslf9",11532,,,,,,,,,,
"William Constantine Culbertson","William","Culbertson","Constantine",,,,,,"1825-11-25","M","C000965",,403076,2231,"William Constantine Culbertson","Q8007068","kg:/m/0ksrhx",11661,,,,,,,,,,
"Byron M. Cutcheon","Byron","Cutcheon","M.",,,,,,"1836-05-11","M","C001022",,403129,2283,"Byron M. Cutcheon","Q1018623","kg:/m/027f6yr",11729,,,,,,,,,,
"George William Dargan","George","Dargan","William",,,,,,"1841-05-11","M","D000053",,403192,2337,"George W. Dargan","Q1508431","kg:/m/02rtqkp",11896,,,,,,,,,,
"Smedley Darlington","Smedley","Darlington",,,,,,,"1827-12-24","M","D000058",,403197,2342,"Smedley Darlington","Q7544349","kg:/m/0kslhk",11902,,,,,,,,,,
"Robert Hamilton McWhorta Davidson","Robert","Davidson","Hamilton McWhorta",,,,,,"1832-09-23","M","D000085",,403222,2367,"Robert H. M. Davidson","Q1467857","kg:/m/02rjyn9",11938,,,,,,,,,,
"John Jefferson De Haven","John","De Haven","Jefferson",,,,,,"1849-03-12","M","D000200",,403306,2470,"John J. De Haven","Q1700568","kg:/m/02rl0nc",12079,,,,,,,,,,
"Milton De Lano","Milton","De Lano",,,,,,,"1844-08-11","M","D000207",,403312,2480,"Milton De Lano","Q13219096","kg:/m/02683f8",12088,,,,,,,,,,
"Samuel Dibble","Samuel","Dibble",,,,,,,"1837-09-16","M","D000300",,403422,2553,"Samuel Dibble","Q2218150","kg:/m/02rtql2",12200,,,,,,,,,,
"Nathan Fellows Dixon","Nathan","Dixon","Fellows",,,,,,"1847-08-28","M","D000377",,403493,2624,"Nathan F. Dixon III","Q280639","kg:/m/0d2r_v",12298,,,,,,,,,,
"Joseph Norton Dolph","Joseph","Dolph","Norton",,,,,,"1835-10-19","M","D000405",,403519,2649,"Joseph N. Dolph","Q1591635","kg:/m/0d4fw6",,,,,,,,,,,
"George Washington Emery Dorsey","George","Dorsey","Washington Emery",,,,,,"1842-01-25","M","D000439",,403549,2676,"George Washington Emery Dorsey","Q256063","kg:/m/055hvs",12381,,,,,,,,,,
"Mark Hill Dunnell","Mark","Dunnell","Hill",,,,,,"1823-07-02","M","D000555",,403662,2778,"Mark H. Dunnell","Q1900085","kg:/m/0dqp_d",12517,,,,,,,,,,
"Henry Clay Evans","Henry","Evans","Clay",,,,,,"1843-06-18","M","E000242",,403926,3008,"Henry Clay Evans","Q1562567","kg:/m/02rkz81",12900,,,,,,,,,,
"Hamilton Glover Ewart","Hamilton","Ewart","Glover",,,,,,"1849-10-23","M","E000274",,403953,3035,"Hamilton G. Ewart","Q1229433","kg:/m/02vn_kg",12940,,,,,,,,,,
"John McCreath Farquhar","John","Farquhar","McCreath",,,,,,"1832-04-17","M","F000027",,403989,3066,"John M. Farquhar","Q13219102","kg:/m/02rksm8",12996,,,,,,,,,,
"Lewis Porter Featherstone","Lewis","Featherstone","Porter",,,,,,"1851-07-28","M","F000056",,404016,3089,"Lewis P. Featherstone","Q1115375","kg:/m/02rjx1s",13035,,,,,,,,,,
"Hugh Franklin Finley","Hugh","Finley","Franklin",,,,,,"1833-01-18","M","F000133",,404088,3155,"Hugh F. Finley","Q1634320","kg:/m/02rhhrm",13138,,,,,,,,,,
"Frank Thomas Fitzgerald","Frank","Fitzgerald","Thomas",,,,,,"1857-05-04","M","F000163",,404118,3181,"Frank T. Fitzgerald","Q1032967","kg:/m/02rkpfm",13175,,,,,,,,,,
"Thomas Schmeck Flood","Thomas","Flood","Schmeck",,,,,,"1844-04-12","M","F000212",,404167,3227,"Thomas S. Flood","Q7793722","kg:/m/02rkxbv",13236,,,,,,,,,,
"Edward James Gay","Edward","Gay","James",,,,,,"1816-02-03","M","G000103",,404475,3511,"Edward James Gay (1816–1889)","Q504245","kg:/m/02631nm",13690,,,,,,,,,,
"William Harrison Gest","William","Gest","Harrison",,,,,,"1838-01-07","M","G000143",,404512,3546,"William H. Gest","Q8010416","kg:/m/02rkdd_",13742,,,,,,,,,,
"Randall Lee Gibson","Randall","Gibson","Lee",,,,,,"1832-09-10","M","G000165",,404532,3565,"Randall L. Gibson","Q2130610","kg:/m/045t08",13774,,,,,,,,,,
"Oscar Sherman Gifford","Oscar","Gifford","Sherman",,,,,,"1842-10-20","M","G000170",,404537,3570,"Oscar S. Gifford","Q2032960","kg:/m/01s_ng",13780,,,,,,,,,,
"Frederic Thomas Greenhalge","Frederic","Greenhalge","Thomas",,,,,,"1842-07-19","M","G000431",,404779,3795,"Frederic T. Greenhalge","Q441827","kg:/m/0d10mz",14111,,,,,,,,,,
"Thomas Wingfield Grimes","Thomas","Grimes","Wingfield",,,,,,"1844-12-18","M","G000476",,404821,3835,"Thomas Wingfield Grimes","Q2428231","kg:/m/0ghp_j",14166,,,,,,,,,,
"Darwin Scott Hall","Darwin","Hall","Scott",,,,,,"1844-01-23","M","H000047",,404932,3935,"Darwin Hall","Q1166913","kg:/m/0dqnjs",14346,,,,,,,,,,
"Silas Hare","Silas","Hare",,,,,,,"1827-11-13","M","H000203",,405083,4070,"Silas Hare","Q1378870","kg:/m/03c2zrd",14538,,,,,,,,,,
"Edward Retilla Hays","Edward","Hays","Retilla",,,,,,"1847-05-26","M","H000404",,405271,4243,"Edward R. Hays","Q1293285","kg:/m/02rdhfb",14780,,,,,,,,,,
"Anthony Higgins","Anthony","Higgins",,,,,,,"1840-10-01","M","H000577",,405439,4397,"Anthony Higgins (politician)","Q472190","kg:/m/097jhn",,,,,,,,,,,
"Charles Augustus Hill","Charles","Hill","Augustus",,,,,,"1833-08-23","M","H000588",,405450,4406,"Charles A. Hill","Q1063472","kg:/m/02rk91d",15013,,,,,,,,,,
"James Monroe Jackson","James","Jackson","Monroe",,,,,,"1825-12-03","M","J000018",,405925,4856,"James M. Jackson","Q1680743","kg:/m/03bz27g",15715,,,,,,,,,,
"Harrison Kelley","Harrison","Kelley",,,,,,,"1836-05-12","M","K000059",,406229,5137,"Harrison Kelley","Q1586279","kg:/m/02rm9mk",16154,,,,,,,,,,
"William Darrah Kelley","William","Kelley","Darrah",,,,,,"1814-04-12","M","K000062",,406232,5140,"William D. Kelley","Q3568533","kg:/m/0dc1p4",16158,,,,,,,,,,
"John Edward Kenna","John","Kenna","Edward",,,,,,"1848-04-10","M","K000099",,406267,5173,"John E. Kenna","Q371121","kg:/m/036x80",16202,,,,,,,,,,
"Robert Patterson Kennedy","Robert","Kennedy","Patterson",,,,,,"1840-01-23","M","K000115",,406281,5185,"Robert P. Kennedy","Q7348217","kg:/m/02rm2xb",16221,,,,,,,,,,
"Daniel Kerr","Daniel","Kerr",,,,,,,"1836-06-18","M","K000134",,406300,5203,"Daniel Kerr (politician)","Q1161339","kg:/m/02rr6jg",16246,,,,,,,,,,
"James Kerr","James","Kerr",,,,,,,"1851-10-02","M","K000135",,406301,5204,"James Kerr (Pennsylvania)","Q6137271","kg:/m/0b39fj",16247,,,,,,,,,,
"William Medcalf Kinsey","William","Kinsey","Medcalf",,,,,,"1846-10-28","M","K000229",,406388,5286,"William Medcalf Kinsey","Q1334690","kg:/m/02rz8ks",16365,,,,,,,,,,
"Charles Junius Knapp","Charles","Knapp","Junius",,,,,,"1845-06-30","M","K000278",,406435,5330,"Charles J. Knapp","Q13219121","kg:/m/02rkn5w",16428,,,,,,,,,,
"William Grant Laidlaw","William","Laidlaw","Grant",,,,,,"1840-01-01","M","L000022",,406532,5408,"William G. Laidlaw","Q8009545","kg:/m/02rkx_v",16603,,,,,,,,,,
"James Laird","James","Laird",,,,,,,"1849-06-20","M","L000023",,406533,5409,"James Laird (politician)","Q1680693","kg:/m/0b4vmc",16604,,,,,,,,,,
"John Mercer Langston","John","Langston","Mercer",,,,,,"1829-12-14","M","L000074",,406583,5456,"John Mercer Langston","Q1701067","kg:/m/05qx6b",16682,,,,,,,,,,
"Frederick Lansing","Frederick","Lansing",,,,,,,"1838-02-16","M","L000085",,406594,5467,"Frederick Lansing","Q5498244","kg:/m/02rkpgn",16698,,,,,,,,,,
"Frank Lawler","Frank","Lawler",,,,,,,"1842-06-25","M","L000128",,406633,5505,"Frank Lawler","Q4264966","kg:/m/02rk9j5",16757,,,,,,,,,,
"Gilbert Lafayette Laws","Gilbert","Laws","Lafayette",,,,,,"1838-03-11","M","L000143",,406648,5520,"Gilbert L. Laws","Q1470621","kg:/m/0b5dt_",16775,,,,,,,,,,
"Herman Lehlbach","Herman","Lehlbach",,,,,,,"1845-07-03","M","L000223",,406727,5590,"Herman Lehlbach","Q1505141","kg:/m/02vn_4d",16869,,,,,,,,,,
"Levi Maish","Levi","Maish",,,,,,,"1837-11-22","M","M000072",,407100,5931,"Levi Maish","Q6535468","kg:/m/0ksrjn",17419,,,,,,,,,,
"Charles Frederick Manderson","Charles","Manderson","Frederick",,,,,,"1837-02-09","M","M000095",,407119,5951,"Charles F. Manderson","Q1064321","kg:/m/09n5n_",,,,,,,,,,,
"Gilman Marston","Gilman","Marston",,,,,,,"1811-08-20","M","M000165",,407187,6011,"Gilman Marston","Q960133","kg:/m/0d4xj4",17529,,,,,,,,,,
"William Harrison Martin","William","Martin","Harrison",,,,,,"1823-05-23","M","M000203",,407223,6043,"William Harrison Martin","Q1611558","kg:/m/03c2zk8",17573,,,,,,,,,,
"George Arthur Mathews","George","Mathews","Arthur",,,,,,"1852-06-04","M","M000235",,407253,,"George A. Mathews","Q1506884","kg:/m/01s_s7",17613,,,,,,,,,,
"William McAdoo","William","McAdoo",,,,,,,"1853-10-25","M","M000292",,407307,6118,"William McAdoo (New Jersey politician)","Q2579915","kg:/m/02x3pdt",17683,,,,,,,,,,
"John Henry McCarthy","John","McCarthy","Henry",,,,,,"1850-11-16","M","M000313",,407325,6135,"John H. McCarthy","Q1385148","kg:/m/02rkscq",17713,,,,,,,,,,
"Charles Washington McClammy","Charles","McClammy","Washington",,,,,,"1839-05-29","M","M000324",,407334,6143,"Charles W. McClammy","Q1066354","kg:/m/03c022j",17727,,,,,,,,,,
"Myron Hawley McCord","Myron","McCord","Hawley",,,,,,"1840-11-26","M","M000361",,407366,6174,"Myron H. McCord","Q889317","kg:/m/02vrqh4",17775,,,,,,,,,,
"Henry Clay McCormick","Henry","McCormick","Clay",,,,,,"1844-06-30","M","M000366",,407371,6178,"Henry Clay McCormick","Q13219704","kg:/m/0ksrgd",17782,,,,,,,,,,
"John Van McDuffie","John","McDuffie","Van",,,,,,"1841-05-16","M","M000428",,407428,6234,"John Van McDuffie","Q1369509","kg:/m/02rk20l",17862,,,,,,,,,,
"John Rhoderic McPherson","John","McPherson","Rhoderic",,,,,,"1833-05-09","M","M000593",,407582,6375,"John R. McPherson","Q377082","kg:/m/0923kh",,,,,,,,,,,
"Frederick Miles","Frederick","Miles",,,,,,,"1815-12-19","M","M000704",,407687,6465,"Frederick Miles","Q1452951","kg:/m/02q1x_d",18210,,,,,,,,,,
"Thomas Ezekiel Miller","Thomas","Miller","Ezekiel",,,,,,"1849-06-17","M","M000757",,407735,6511,"Thomas E. Miller","Q1723507","kg:/m/0fq0fc",18276,,,,,,,,,,
"John Henry Moffitt","John","Moffitt","Henry",,,,,,"1843-01-08","M","M000841",,407815,6583,"John H. Moffitt","Q6236985","kg:/m/02q6_bv",18386,,,,,,,,,,
"Gideon Curtis Moody","Gideon","Moody","Curtis",,,,,,"1832-10-16","M","M000879",,407851,6614,"Gideon C. Moody","Q433686","kg:/m/0ct59l",,,,,,,,,,,
"Orren Cheney Moore","Orren","Moore","Cheney",,,,,,"1839-08-10","M","M000910",,407882,6644,"Orren C. Moore","Q2031578","kg:/m/02rjxqd",18475,,,,,,,,,,
"Henry Lee Morey","Henry","Morey","Lee",,,,,,"1841-04-08","M","M000943",,407911,6671,"Henry Lee Morey","Q5724806","kg:/m/0d0kvj",18515,,,,,,,,,,
"James Bright Morgan","James","Morgan","Bright",,,,,,"1833-03-14","M","M000952",,407920,6680,"James B. Morgan","Q1679988","kg:/m/02rtn2m",18524,,,,,,,,,,
"Edmund Needham Morrill","Edmund","Morrill","Needham",,,,,,"1834-02-12","M","M000968",,407936,6695,"Edmund Needham Morrill","Q973506","kg:/m/0fnwrn",18542,,,,,,,,,,
"William W. Morrow","William","Morrow","W.",,,,,,"1843-07-15","M","M001006",,407973,6731,"William W. Morrow","Q2580910","kg:/m/026xb06",18586,,,,,,,,,,
"Frederick Gottlieb Niedringhaus","Frederick","Niedringhaus","Gottlieb",,,,,,"1837-10-21","M","N000104",,408188,6928,"Frederick G. Niedringhaus","Q215212","kg:/m/02rz631",18961,,,,,,,,,,
"Alonzo Nute","Alonzo","Nute",,,,,,,"1826-02-12","M","N000173",,408253,6988,"Alonzo Nute","Q1246677","kg:/m/02ppps_",19048,,,,,,,,,,
"Newton Wright Nutting","Newton","Nutting","Wright",,,,,,"1840-10-22","M","N000174",,408254,6989,"Newton W. Nutting","Q7020459","kg:/m/02rkt_4",19049,,,,,,,,,,
"John Henry O’Neall","John","O’Neall","Henry",,,,,,"1838-10-30","M","O000091",,408300,7074,"John H. O'Neall","Q1700324","kg:/m/02rkgs8",19177,,,,,,,,,,
"Edwin Sylvanus Osborne","Edwin","Osborne","Sylvanus",,,,,,"1839-08-07","M","O000110",,408366,7091,"Edwin Sylvanus Osborne","Q5346856","kg:/m/0ksl4y",19203,,,,,,,,,,
"William Dale Owen","William","Owen","Dale",,,,,,"1846-09-06","M","O000155",,408406,7135,"William D. Owen","Q2578398","kg:/m/02rkh_3",19257,,,,,,,,,,
"Lewis Edwin Payson","Lewis","Payson","Edwin",,,,,,"1840-09-17","M","P000157",,408561,7277,"Lewis E. Payson","Q6536513","kg:/m/02rkby6",19471,,,,,,,,,,
"John Brown Penington","John","Penington","Brown",,,,,,"1825-12-20","M","P000209",,408612,7325,"John B. Penington","Q1451411","kg:/m/02639c0",19534,,,,,,,,,,
"William Hayne Perry","William","Perry","Hayne",,,,,,"1839-06-09","M","P000246",,408649,7359,"William H. Perry","Q1524004","kg:/m/02vy1xg",19582,,,,,,,,,,
"Samuel Ritter Peters","Samuel","Peters","Ritter",,,,,,"1842-08-16","M","P000256",,408659,7369,"Samuel R. Peters","Q212276","kg:/m/02rm9_l",19592,,,,,,,,,,
"James Phelan","James","Phelan",,,,,,,"1856-12-07","M","P000289",,408689,7394,"James Phelan Jr.","Q1680976","kg:/m/0gnyky",19635,,,,,,,,,,
"Gilbert Ashville Pierce","Gilbert","Pierce","Ashville",,,,,,"1839-01-11","M","P000334",,408731,7436,"Gilbert A. Pierce","Q885637","kg:/m/09h3mz",,,,,,,,,,,
"John Sigsbee Pindar","John","Pindar","Sigsbee",,,,,,"1835-11-18","M","P000359",,408755,7460,"John S. Pindar","Q6256361","kg:/m/02rksw5",19723,,,,,,,,,,
"Preston B. Plumb","Preston","Plumb","B.",,,,,,"1837-10-12","M","P000389",,408783,7489,"Preston B. Plumb","Q2109039","kg:/m/0cvxvp",,,,,,,,,,,
"Jacob Joseph Pugsley","Jacob","Pugsley","Joseph",,,,,,"1838-01-25","M","P000566",,408949,7649,"Jacob J. Pugsley","Q6118794","kg:/m/02rm17c",19984,,,,,,,,,,
"John Quinn","John","Quinn",,,,,,,"1839-08-09","M","Q000018",,408980,7677,"John Quinn (New York politician)","Q2119877","kg:/m/07jtly",20066,,,,,,,,,,
"Samuel Jackson Randall","Samuel","Randall","Jackson",,,,,,"1828-10-10","M","R000039",,409020,7715,"Samuel J. Randall","Q942678","kg:/m/047nw_",20125,,,,,,,,,,
"Matt Whitaker Ransom","Matt","Ransom","Whitaker",,,,,,"1826-10-08","M","R000062",,409042,7737,"Matt Whitaker Ransom","Q372573","kg:/m/02klc9",,,,,,,,,,,
"Joseph Warren Ray","Joseph","Ray","Warren",,,,,,"1849-05-25","M","R000078",,409058,7750,"Joseph Warren Ray","Q6287794","kg:/m/0ksrgs",20179,,,,,,,,,,
"Joseph Rea Reed","Joseph","Reed","Rea",,,,,,"1835-03-12","M","R000124",,409103,7791,"Joseph Rea Reed","Q1338647","kg:/m/02rk7xm",20234,,,,,,,,,,
"Francis Williams Rockwell","Francis","Rockwell","Williams",,,,,,"1844-05-26","M","R000365",,409335,8001,"Francis W. Rockwell","Q1441770","kg:/m/081g6q",20532,,,,,,,,,,
"John Henry Rogers","John","Rogers","Henry",,,,,,"1845-10-09","M","R000399",,409366,8030,"John Henry Rogers","Q1700330","kg:/m/02rhk5r",20578,,,,,,,,,,
"Jonathan Harvey Rowell","Jonathan","Rowell","Harvey",,,,,,"1833-02-10","M","R000478",,409439,8094,"Jonathan H. Rowell","Q6273305","kg:/m/02rkbts",20675,,,,,,,,,,
"Alfred Rowland","Alfred","Rowland",,,,,,,"1844-02-09","M","R000479",,409440,8095,"Alfred Rowland","Q2645761","kg:/m/02vn_w2",20676,,,,,,,,,,
"Thomas Ryan","Thomas","Ryan",,,,,,,"1837-11-25","M","R000559",,409515,8157,"Thomas Ryan (congressman)","Q2426990","kg:/m/02rgfyn",20768,,,,,,,,,,
"John Gilbert Sawyer","John","Sawyer","Gilbert",,,,,,"1825-06-05","M","S000088",,409600,8236,"John G. Sawyer","Q6234589","kg:/m/02rks7y",21242,,,,,,,,,,
"George Ebbert Seney","George","Seney","Ebbert",,,,,,"1832-05-29","M","S000241",,409745,8362,"George E. Seney","Q5538786","kg:/m/02rjl5g",21433,,,,,,,,,,
"William Edgar Simonds","William","Simonds","Edgar",,,,,,"1842-11-24","M","S000424",,409918,8522,"William E. Simonds","Q2578591","kg:/m/02rj_c_",21666,,,,,,,,,,
"Thomas Gregory Skinner","Thomas","Skinner","Gregory",,,,,,"1842-01-22","M","S000470",,409960,8562,"Thomas Gregory Skinner","Q1725117","kg:/m/02vn_j2",21726,,,,,,,,,,
"Charles Brooks Smith","Charles","Smith","Brooks",,,,,,"1844-02-24","M","S000521",,410005,8606,"Charles Brooks Smith","Q1063813","kg:/m/02rl4xx",21785,,,,,,,,,,
"Samuel Prather Snider","Samuel","Snider","Prather",,,,,,"1845-10-09","M","S000653",,410127,8722,"Samuel Snider","Q2218867","kg:/m/0fhwmz",21939,,,,,,,,,,
"Henry Joshua Spooner","Henry","Spooner","Joshua",,,,,,"1839-08-06","M","S000740",,410209,8799,"Henry J. Spooner","Q1606907","kg:/m/025yr_j",22053,,,,,,,,,,
"John David Stewart","John","Stewart","David",,,,,,"1833-08-02","M","S000914",,410374,8940,"John D. Stewart (politician)","Q1295353","kg:/m/02rk0zx",22267,,,,,,,,,,
"Moses Dunning Stivers","Moses","Stivers","Dunning",,,,,,"1828-12-30","M","S000930",,410389,8955,"Moses D. Stivers","Q3182456","kg:/m/02rktvb",22287,,,,,,,,,,
"Henry Stockbridge","Henry","Stockbridge",,,"Jr.",,,,"1856-09-18","M","S000933",,410392,8958,"Henry Stockbridge Jr.","Q1457733","kg:/m/02rhhgp",22291,,,,,,,,,,
"Isaac S. Struble","Isaac","Struble","S.",,,,,,"1843-11-03","M","S001028",,410485,9047,"Isaac S. Struble","Q1673445","kg:/m/0gwqg1",22409,,,,,,,,,,
"Joseph Henry Sweney","Joseph","Sweney","Henry",,,,,,"1845-10-02","M","S001112",,410564,9122,"Joseph Henry Sweney","Q1707225","kg:/m/02rl0vx",22512,,,,,,,,,,
"John Charles Black","John","Black","Charles",,,,,,"1839-01-27","M","B000504",,401483,748,"John C. Black","Q4166181","kg:/m/06zn3v",9426,,,,,,,,,,
"Ormsby Brunson Thomas","Ormsby","Thomas","Brunson",,,,,,"1832-08-21","M","T000180",,410761,9305,"Ormsby B. Thomas","Q224631","kg:/m/02rvb9q",22852,,,,,,,,,,
"Albert Clifton Thompson","Albert","Thompson","Clifton",,,,,,"1842-01-23","M","T000191",,410771,9314,"Albert C. Thompson","Q4709866","kg:/m/02rlzmg",22867,,,,,,,,,,
"Charles Champlain Townsend","Charles","Townsend","Champlain",,,,,,"1841-11-24","M","T000329",,410900,9433,"Charles Champlain Townsend","Q5076182","kg:/m/0ksrh4",23038,,,,,,,,,,
"Richard Wellington Townshend","Richard","Townshend","Wellington",,,,,,"1840-04-30","M","T000339",,410910,9443,"Richard W. Townshend","Q7329729","kg:/m/02rkcl5",23049,,,,,,,,,,
"Charles Henry Turner","Charles","Turner","Henry",,,,,,"1861-05-26","M","T000415",,410984,9511,"Charles Henry Turner (U.S. Representative)","Q1033206","kg:/m/02rqb1d",23142,,,,,,,,,,
"Erastus Johnson Turner","Erastus","Turner","Johnson",,,,,,"1846-12-26","M","T000419",,410988,9514,"Erastus J. Turner","Q1348137","kg:/m/02rmb74",23147,,,,,,,,,,
"Isaac Whitbeck Van Schaick","Isaac","Van Schaick","Whitbeck",,,,,,"1817-12-07","M","V000058",,411100,9634,"Isaac W. Van Schaick","Q1673458","kg:/m/02rvbgj",20943,,,,,,,,,,
"William Vandever","William","Vandever",,,,,,,"1817-03-31","M","V000031",,411124,9607,"William Vandever","Q2580869","kg:/m/0f12q6",20915,,,,,,,,,,
"Richard Vaux","Richard","Vaux",,,,,,,"1816-12-19","M","V000078",,411135,9654,"Richard Vaux","Q7329648","kg:/m/0djsw4",20968,,,,,,,,,,
"Edward Carrington Venable","Edward","Venable","Carrington",,,,,,"1853-01-31","M","V000085",,411141,9660,"Edward Carrington Venable","Q1291867","kg:/m/03c2_8z",20977,,,,,,,,,,
"Edmund Waddill","Edmund","Waddill",,,"Jr.",,,,"1855-05-22","M","W000003",,411182,9696,"Edmund Waddill Jr.","Q1286933","kg:/m/05p07th",23223,,,,,,,,,,
"William Henry Wade","William","Wade","Henry",,,,,,"1835-11-03","M","W000008",,411187,9701,"William H. Wade","Q1649606","kg:/m/02rz8jd",23229,,,,,,,,,,
"James Peter Walker","James","Walker","Peter",,,,,,"1851-03-14","M","W000058",,411237,9746,"James P. Walker","Q1677076","kg:/m/02rz6_y",23284,,,,,,,,,,
"Rodney Wallace","Rodney","Wallace",,,,,,,"1823-12-21","M","W000083",,411262,9769,"Rodney Wallace (Massachusetts)","Q1537230","kg:/m/02rlzk1",23312,,,,,,,,,,
"William Copeland Wallace","William","Wallace","Copeland",,,,,,"1856-05-21","M","W000085",,411264,9771,"William C. Wallace","Q404485","kg:/m/02rkxw0",23314,,,,,,,,,,
"William Drew Washburn","William","Washburn","Drew",,,,,,"1831-01-14","M","W000175",,411348,9853,"William D. Washburn","Q2578413","kg:/m/01lz_h",23419,,,,,,,,,,
"Lewis Findlay Watson","Lewis","Watson","Findlay",,,,,,"1819-04-14","M","W000204",,411375,9876,"Lewis Findlay Watson","Q6536553","kg:/m/0ksfns",23458,,,,,,,,,,
"Frank Willis Wheeler","Frank","Wheeler","Willis",,,,,,"1853-03-02","M","W000333",,411495,9987,"Frank W. Wheeler","Q1444400","kg:/m/02q2dld",23612,,,,,,,,,,
"Robert Henry Whitelaw","Robert","Whitelaw","Henry",,,,,,"1854-01-30","M","W000407",,411567,10057,"Robert Henry Whitelaw","Q1729520","kg:/m/02rz7_k",23697,,,,,,,,,,
"Washington Curran Whitthorne","Washington","Whitthorne","Curran",,,,,,"1825-04-19","M","W000429",,411588,10076,"Washington C. Whitthorne","Q1527756","kg:/m/04knx1",23724,,,,,,,,,,
"Charles Preston Wickham","Charles","Wickham","Preston",,,,,,"1836-09-15","M","W000441",,411599,10087,"Charles Preston Wickham","Q5081754","kg:/m/0cg9k3",23739,,,,,,,,,,
